Status_group,District_name,Ward_name,Location,Source_group,Amount_tsh,Pop_served,Construction_year,Quality_group,Wptcode,Quality_group,Extraction_group,Breakdown_year,Payment_group,Funder,Installer,Management,Hardware Problem
functional,Kalambo,Muze,"31.55616516,-7.675347748",borehole,20,450,2002,enough,15023080191WP01_383,good,swn 80,unknown,per bucket,TASAF,DWE,vwc,none
functional,Kalambo,Muze,"31.60578205,-7.726478905",river/lake,0,300,1979,insufficient,15023080191WP20_415,good,gravity,unknown,never pay,DWE/Bamboo Projec,DWE,vwc,tap broken
functional,Kalambo,Mtowisa,"31.751838,-7.833318999",river/lake,0,400,1991,enough,15023080203WP16_431,good,gravity,unknown,never pay,DWE,DWE,vwc,tap broken
functional,Kalambo,Mtowisa,"31.75263556,-7.836433939",river/lake,0,150,1991,enough,15023080203WP18_433,good,gravity,unknown,never pay,DWE,DWE,vwc,tap broken
functional,Kalambo,Mtowisa,"31.74939046,-7.838768899",river/lake,0,650,1991,enough,15023080203WP20_435,good,gravity,unknown,never pay,DWE,DWE,vwc,tap broken
functional,Kalambo,Mtowisa,"31.76860904,-7.808575324",river/lake,0,400,1991,enough,15023080203WP21_436,good,gravity,unknown,never pay,DWE,DWE,vwc,tap broken
functional,Kalambo,Mtowisa,"31.75421065,-7.759624461",river/lake,200,80,2008,enough,15023080203WP22_437,good,gravity,unknown,on failure,ADB,DWE,vwc,tap broken
functional,Kalambo,Mtowisa,"31.75365971,-7.761590609",river/lake,0,450,2008,enough,15023080203WP23_438,good,gravity,unknown,never pay,ADB,DWE,vwc,tap broken
functional,Kalambo,Mtowisa,"31.75578155,-7.764061899",river/lake,0,150,2008,insufficient,15023080203WP24_439,good,gravity,unknown,never pay,ADB,DWE,vwc,tap broken
functional,Kalambo,Mtowisa,"31.75748908,-7.76915991",river/lake,0,150,2008,insufficient,15023080203WP25_440,good,gravity,unknown,never pay,ADB,DWE,vwc,tap broken
functional,Kalambo,Mtowisa,"31.76590981,-7.802450915",river/lake,0,600,1972,insufficient,15023080203WP27_442,good,gravity,unknown,never pay,DWE,DWE,vwc,tap broken
functional,Kalambo,Mtowisa,"31.76739105,-7.801590256",river/lake,0,300,1972,insufficient,15023080203WP28_443,good,gravity,unknown,never pay,DWE,DWE,vwc,tap broken
functional,Kalambo,Mtowisa,"31.76280178,-7.807423037",river/lake,0,150,1972,enough,15023080203WP30_445,good,gravity,unknown,never pay,DWE,DWE,vwc,tap broken
functional,Kalambo,Mtowisa,"31.76807742,-7.805189603",river/lake,0,250,1972,enough,15023080203WP31_446,good,gravity,unknown,never pay,DWE,DWE,vwc,tap broken
functional,Kalambo,Mtowisa,"31.76861865,-7.803890245",river/lake,0,240,1972,enough,15023080203WP32_447,good,gravity,unknown,never pay,DWE,DWE,vwc,tap broken
functional,Kalambo,Mtowisa,"31.70602827,-7.741323776",shallow well,0,350,2004,enough,15023080203WP43_458,good,nira/tanira,unknown,never pay,TASAF,DWE,vwc,none
functional,Kalambo,Mtowisa,"31.69793867,-7.764794076",shallow well,0,50,2004,enough,15023080203WP44_459,good,nira/tanira,unknown,never pay,TASAF,DWE,vwc,none
functional,Kalambo,Mtowisa,"31.68200283,-7.784552771",borehole,0,350,2004,enough,15023080203WP46_461,good,swn 80,unknown,never pay,TASAF,DWE,vwc,none
functional,Nkasi,Mtenga,"31.1284618,-7.40509847",borehole,2000,1,1983,unknown,15033081021WP037_92,unknown,india mark ii,unknown,annually,NO,DWE,vwc,none
functional,Nkasi,Mtenga,"31.13527091,-7.401283142",borehole,2000,120,1982,enough,15033081021WP034_86,salty,india mark ii,unknown,annually,NO,DWE,vwc,none
functional,Nkasi,Mtenga,"31.13822479,-7.402533548",borehole,2000,1,1983,enough,15033081021WP036_90,salty,india mark ii,unknown,annually,NO,DWE,vwc,none
functional,Nkasi,Mtenga,"31.05516206,-7.297287686",borehole,2000,850,1984,enough,15033081021WP10_121,salty,india mark ii,unknown,annually,NO,DWE,vwc,none
functional,Nkasi,Mtenga,"31.09945756,-7.356849237",borehole,2000,1,1984,enough,15033081021WP020_58,good,india mark ii,unknown,annually,NO,DWE,vwc,none
functional,Nkasi,Mtenga,"31.13146639,-7.404479475",borehole,2000,150,1983,enough,15033081021WP038_94,good,india mark ii,unknown,annually,NO,DWE,vwc,none
functional,Nkasi,Mtenga,"31.02380416,-7.195093261",borehole,3000,1,2002,enough,15033081021WP02_56,salty,india mark ii,unknown,annually,TA,TASA,vwc,none
functional,Nkasi,Mtenga,"31.04195128,-7.284041337",borehole,2000,350,1984,enough,15033081021WP04_98,salty,india mark ii,unknown,annually,NO,DWE,vwc,none
functional,Nkasi,Mtenga,"31.13582839,-7.408677654",borehole,2000,450,1984,enough,15033081021WP040_100,salty,india mark ii,unknown,annually,NO,DWE,vwc,none
functional,Nkasi,Mtenga,"31.10204799,-7.346819908",borehole,2000,250,1984,enough,15033081021WP016_49,good,other handpump,unknown,annually,NO,DWE,vwc,none
functional,Nkasi,Mtenga,"31.09808422,-7.344935714",borehole,2000,850,1984,enough,15033081021WP015_48,salty,other handpump,unknown,annually,NO,DWE,vwc,none
functional,Nkasi,Mtenga,"31.14140126,-7.405638099",borehole,2000,1,1983,enough,15033081021WP041_101,salty,india mark ii,unknown,annually,NO,DWE,vwc,none
functional,Nkasi,Mtenga,"31.14217977,-7.412156645",borehole,2000,1,1983,enough,15033081021WP043_103,salty,india mark ii,unknown,annually,NO,DWE,vwc,none
functional,Nkasi,Mtenga,"31.14255468,-7.414148191",borehole,2000,500,1983,enough,15033081021WP044_104,salty,india mark ii,unknown,annually,NO,DWE,vwc,none
functional,Nkasi,Mtenga,"31.18894526,-7.477628041",borehole,3000,750,1983,enough,15033081021WP046_106,good,india mark ii,unknown,annually,NO,DWE,vwc,none
functional,Nkasi,Mtenga,"31.18476239,-7.477760369",borehole,3000,160,1983,enough,15033081021WP047_107,salty,india mark ii,unknown,annually,NO,DWE,vwc,none
functional,Nkasi,Mtenga,"31.18762179,-7.474505953",borehole,3000,220,1984,enough,15033081021WP048_108,salty,india mark ii,unknown,annually,NO,DWE,vwc,none
functional,Nkasi,Mtenga,"31.18646313,-7.469999401",borehole,3000,250,1984,enough,15033081021WP050_112,salty,india mark ii,unknown,annually,NO,DWE,vwc,none
functional,Nkasi,Mtenga,"31.044215,-7.285568602",borehole,2000,650,1984,enough,15033081021WP06_113,salty,india mark ii,unknown,annually,NO,DWE,vwc,none
functional,Nkasi,Mtenga,"31.01944073,-7.182865358",borehole,3000,1,2002,enough,15033081021WP01_43,salty,india mark ii,unknown,annually,TA,DWE,vwc,none
functional,Kalambo,Msanzi,"31.52184857,-8.189825648",river/lake,0,150,1972,enough,15023080031WP24_50,good,gravity,unknown,never pay,Government of Tanzania,DWE,parastatal,pipe broken
functional,Kalambo,Msanzi,"31.41593789,-8.04828115",borehole,2500,150,1991,enough,15023080031WP46_71,good,swn 80,unknown,annually,RUDEP,RUDEP/,wua,none
functional,Kalambo,Msanzi,"31.52274406,-8.176117554",river/lake,500,50,1972,enough,15023080031WP41_66,good,gravity,unknown,on failure,Government of Tanzania,DWE,vwc,tap broken
functional,Kalambo,Msanzi,"31.51127375,-8.190617846",river/lake,0,200,2005,enough,15023080031WP30_56,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,tap broken
functional,Kalambo,Msanzi,"31.41890379,-8.040157393",borehole,2500,73,1991,insufficient,15023080031WP48_73,good,swn 80,unknown,on failure,RUDEP,RUDEP,wua,none
functional,Kalambo,Msanzi,"31.41977916,-8.037015397",borehole,2500,60,1991,enough,15023080031WP49_74,good,swn 80,unknown,on failure,RUDEP,RUDEP,wua,none
functional,Kalambo,Msanzi,"31.4191269,-8.035657473",borehole,2500,30,1991,enough,15023080031WP50_75,good,swn 80,unknown,annually,RUDEP,RUDEP/,wua,none
functional,Kalambo,Msanzi,"31.52091835,-8.186018031",river/lake,500,150,1972,enough,15023080031WP32_58,good,gravity,unknown,on failure,Government of Tanzania,DWE,vwc,tap broken
functional,Kalambo,Msanzi,"31.42292019,-8.036921838",borehole,2500,35,1991,insufficient,15023080031WP52_77,good,swn 80,unknown,on failure,RUDEP,RUDEP,wua,none
functional,Kalambo,Msanzi,"31.52079624,-8.185259495",river/lake,500,150,1972,enough,15023080031WP33_59,good,gravity,unknown,on failure,Government of Tanzania,DWE,vwc,tap broken
functional,Kalambo,Msanzi,"31.51807841,-8.184611886",river/lake,500,150,1972,enough,15023080031WP34_60,good,gravity,unknown,on failure,Government of Tanzania,DWE,vwc,tap broken
functional,Kalambo,Msanzi,"31.44174028,-8.14787281",borehole,0,200,2003,insufficient,15023080031WP57_82,salty,india mark ii,unknown,never pay,TASAF,TASAF/,vwc,none
functional,Kalambo,Msanzi,"31.52153862,-8.175708711",river/lake,500,50,1972,enough,15023080031WP38_63,good,gravity,unknown,on failure,Government of Tanzania,DWE,vwc,tap broken
functional,Kalambo,Msanzi,"31.43540985,-8.14493904",borehole,0,300,2003,enough,15023080031WP58_83,good,india mark ii,unknown,never pay,TASAF,TASAF/,vwc,none
functional,Kalambo,Msanzi,"31.52037479,-8.177326264",river/lake,500,50,1972,enough,15023080031WP39_64,good,gravity,unknown,on failure,Government of Tanzania,DWE,vwc,tap broken
functional,Kalambo,Msanzi,"31.52050028,-8.172797829",river/lake,500,35,1972,enough,15023080031WP40_65,good,gravity,unknown,on failure,Government of Tanzania,DWE,vwc,pipe broken
functional,Kalambo,Msanzi,"31.52365762,-8.178643884",river/lake,500,50,1972,enough,15023080031WP42_67,good,gravity,unknown,on failure,Government of Tanzania,DWE,vwc,tap broken
functional,Kalambo,Msanzi,"31.42068876,-8.040847629",borehole,2500,200,1991,enough,15023080031WP43_68,good,swn 80,unknown,annually,RUDEP,RUDEP/,vwc,none
functional,Kalambo,Msanzi,"31.50955506,-8.189813788",river/lake,0,200,2005,enough,15023080031WP31_57,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,tap broken
functional,Kalambo,Msanzi,"31.51670542,-8.186191218",river/lake,500,100,1972,enough,15023080031WP29_55,good,gravity,unknown,on failure,Government of Tanzania,DWE,vwc,tap broken
functional,Kalambo,Msanzi,"31.52016543,-8.186505537",river/lake,0,50,2002,enough,15023080031WP28_54,good,gravity,unknown,never pay,Government of Tanzania,DWE,private operator,pipe broken
functional,Kalambo,Msanzi,"31.52003329,-8.186785547",river/lake,0,50,2001,enough,15023080031WP27_53,good,gravity,unknown,never pay,Government of Tanzania,DWE,private operator,pipe broken
functional,Kalambo,Msanzi,"31.51828668,-8.189442958",river/lake,0,50,1972,enough,15023080031WP25_51,good,gravity,unknown,never pay,Government of Tanzania,DWE,parastatal,pipe broken
functional,Kalambo,Msanzi,"31.42391954,-8.042209411",borehole,2500,60,1991,insufficient,15023080031WP55_80,good,swn 80,unknown,annually,RUDEP,RUDEP,wua,none
functional,Kalambo,Msanzi,"31.52120641,-8.190515005",river/lake,500,35,1972,enough,15023080031WP23_49,good,gravity,unknown,on failure,Government of Tanzania,DWE,vwc,pipe broken
functional,Kalambo,Msanzi,"31.51979242,-8.205086984",river/lake,500,30,1972,enough,15023080031WP13_39,good,gravity,unknown,on failure,Government of Tanzania,DWE,vwc,pipe broken
functional,Kalambo,Msanzi,"31.52124932,-8.183685718",river/lake,500,100,1972,enough,15023080031WP37_62,good,gravity,unknown,on failure,Government of Tanzania,DWE,vwc,pipe broken
functional,Kalambo,Msanzi,"31.5186704,-8.184620314",river/lake,500,150,1972,enough,15023080031WP35_61,good,gravity,unknown,on failure,Government of Tanzania,DWE,vwc,pipe broken
functional,Kalambo,Msanzi,"31.52035438,-8.1919454",river/lake,500,30,1972,enough,15023080031WP22_48,good,gravity,unknown,on failure,Government of Tanzania,DWE,vwc,pipe broken
functional,Kalambo,Msanzi,"31.52005324,-8.19285828",river/lake,500,30,1972,enough,15023080031WP21_47,good,gravity,unknown,on failure,Government of Tanzania,DWE,vwc,pipe broken
functional,Kalambo,Msanzi,"31.52054457,-8.194887531",river/lake,500,30,1972,enough,15023080031WP20_46,good,gravity,unknown,on failure,Government of Tanzania,DWE,vwc,pipe broken
functional,Kalambo,Msanzi,"31.52111628,-8.195485702",river/lake,500,56,1972,enough,15023080031WP19_45,good,gravity,unknown,on failure,Government of Tanzania,DWE,vwc,pipe broken
functional,Kalambo,Msanzi,"31.51977288,-8.195914702",river/lake,500,100,1972,enough,15023080031WP18_44,good,gravity,unknown,on failure,Government of Tanzania,DWE,vwc,pipe broken
functional,Kalambo,Msanzi,"31.52245087,-8.198230877",river/lake,500,100,1972,enough,15023080031WP17_43,good,gravity,unknown,on failure,Government of Tanzania,DWE,vwc,pipe broken
functional,Kalambo,Msanzi,"31.52018494,-8.19885642",river/lake,500,42,1972,enough,15023080031WP16_42,good,gravity,unknown,on failure,Government of Tanzania,DWE,vwc,pipe broken
functional,Kalambo,Msanzi,"31.52010927,-8.201518966",river/lake,500,30,1972,enough,15023080031WP15_41,good,gravity,unknown,on failure,Government of Tanzania,DWE,vwc,pipe broken
functional,Kalambo,Msanzi,"31.51995082,-8.203166493",river/lake,500,30,1972,enough,15023080031WP14_40,good,gravity,unknown,on failure,Government of Tanzania,DWE,vwc,pipe broken
functional,Sumbawanga Rural,Mpui,"31.84167152,-8.351257514",river/lake,0,250,1972,insufficient,15023080161WP03_327,good,gravity,unknown,never pay,DWE,DWE,vwc,tap broken
functional,Sumbawanga Rural,Mpui,"31.82137735,-8.309275895",shallow well,0,1260,1998,enough,15023080161WP25_349,good,nira/tanira,unknown,never pay,DWE,DWE,vwc,none
functional,Sumbawanga Rural,Mpui,"31.87071042,-8.312704245",shallow well,0,1000,1992,insufficient,15023080161WP24_348,good,nira/tanira,unknown,never pay,DWE,DWE,vwc,none
functional,Sumbawanga Rural,Mpui,"31.8385703,-8.349087341",river/lake,0,250,1984,insufficient,15023080161WP05_329,good,gravity,unknown,never pay,DWE,DWE,vwc,none
functional,Sumbawanga Rural,Mpui,"31.83944197,-8.351570817",river/lake,0,500,1972,insufficient,15023080161WP12_336,good,gravity,unknown,never pay,DWE,DWE,vwc,tap broken
functional,Sumbawanga Rural,Mpui,"31.83689024,-8.353063095",river/lake,0,560,1972,insufficient,15023080161WP09_333,good,gravity,unknown,never pay,DWE,DWE,vwc,tap broken
functional,Sumbawanga Urban,Mollo,"31.66700299,-8.017705759",borehole,3000,890,1982,enough,15042016091WP25,good,india mark ii,unknown,annually,Norad,Norad,vwc,none
functional,Sumbawanga Urban,Mollo,"31.6713612,-8.013817715",borehole,3000,1,1982,enough,15042016091WP24,good,india mark ii,unknown,annually,Norad,Norad,vwc,none
functional,Sumbawanga Urban,Mollo,"31.6666877,-8.011371163",borehole,3000,0,1982,enough,15042016091WP23,good,india mark ii,unknown,annually,Norad,Norad,vwc,none
functional,Sumbawanga Urban,Mollo,"31.66524779,-8.007653176",borehole,3000,600,1982,enough,15042016091WP22,good,india mark ii,unknown,annually,Norad,Norad,vwc,none
functional,Sumbawanga Urban,Mollo,"31.67351695,-8.007671339",borehole,3000,0,1982,enough,15042016091WP21,good,india mark ii,unknown,annually,Norad,Norad,vwc,none
functional,Sumbawanga Urban,Mollo,"31.67775442,-8.009835542",borehole,3000,750,1982,seasonal,15042016091WP20,good,india mark ii,unknown,annually,Norad,Norad,vwc,none
functional,Sumbawanga Urban,Mollo,"31.68867545,-8.02307982",borehole,3000,0,1982,enough,15042016091WP18,good,india mark ii,unknown,annually,Norad,Norad,vwc,none
functional,Sumbawanga Urban,Mollo,"31.68028174,-8.019121485",borehole,3000,0,1982,seasonal,15042016091WP16,good,india mark ii,unknown,annually,Norad,Norad,vwc,none
functional,Sumbawanga Urban,Mollo,"31.67529885,-8.013400182",borehole,3000,2350,1982,seasonal,15042016091WP15,good,india mark ii,unknown,annually,Norad,Norad,vwc,none
functional,Sumbawanga Urban,Mollo,"31.70400111,-8.03180249",shallow well,0,0,1993,seasonal,15042016091WP13,good,india mark ii,unknown,never pay,Norad,Norad,vwc,none
functional,Sumbawanga Urban,Mollo,"31.70445314,-8.025754521",shallow well,0,960,1993,seasonal,15042016091WP12,good,india mark ii,unknown,never pay,Norad,Norad,vwc,none
functional,Sumbawanga Urban,Mollo,"31.71237885,-8.034385433",shallow well,0,650,1993,seasonal,15042016091WP10,good,india mark ii,unknown,never pay,Norad,Norad,vwc,none
functional,Sumbawanga Urban,Mollo,"31.71033001,-8.02897733",shallow well,0,740,1993,enough,15042016091WP09,good,india mark ii,unknown,never pay,Norad,Norad,vwc,none
functional,Sumbawanga Urban,Mollo,"31.68223118,-8.013445958",borehole,3000,630,1982,seasonal,15042016091WP19,good,india mark ii,unknown,annually,Norad,Norad,vwc,none
functional,Sumbawanga Urban,Mollo,"31.68548298,-8.020249883",borehole,3000,1000,1982,seasonal,15042016091WP17,good,india mark ii,unknown,annually,Norad,Norad,vwc,none
functional,Sumbawanga Urban,Mollo,"31.67424432,-8.020321884",borehole,3000,0,1982,enough,15042016091WP26,good,india mark ii,unknown,annually,Norad,Norad,vwc,none
functional,Sumbawanga Urban,Mollo,"31.67506042,-8.016133351",borehole,3000,1440,1982,seasonal,15042016091WP14,good,india mark ii,unknown,annually,Norad,Norad,vwc,none
functional,Sumbawanga Urban,Mnamba,"31.68993254,-8.781688482",spring,0,1000,1996,enough,1502308085WP02_632,good,gravity,unknown,never pay,DWE,DWE,vwc,none
functional,Nkasi,Mkwamba,"31.27770974,-7.318723067",shallow well,0,1,2008,enough,15033081031WP02_131,good,swn 80,unknown,never pay,DE,DWE,vwc,none
functional,Nkasi,Mkwamba,"31.28052235,-7.362373268",shallow well,0,120,2008,enough,15033081031WP03_132,good,swn 80,unknown,unknown,Nk,DWE,vwc,none
functional,Nkasi,Mkwamba,"31.28648339,-7.390009402",shallow well,0,150,2008,enough,15033081031WP04_133,good,swn 80,unknown,never pay,Nk,DWE,vwc,none
functional,Nkasi,Mkwamba,"31.31736652,-7.489864159",borehole,2000,650,2009,enough,15033081031WP05_134,salty,afridev,unknown,annually,TA,Cons,vwc,none
functional,Nkasi,Mkwamba,"31.31812217,-7.495934805",borehole,2000,1200,2009,enough,15033081031WP06_135,salty,afridev,unknown,annually,TA,Cons,vwc,none
functional,Nkasi,Mkwamba,"31.38424764,-7.562193906",shallow well,0,500,2004,enough,15033081031WP08_137,good,nira/tanira,unknown,never pay,TA,Tanz,vwc,none
functional,Nkasi,Mkwamba,"31.37759682,-7.565424554",shallow well,2000,1300,2004,enough,15033081031WP14_143,good,nira/tanira,unknown,on failure,TA,Tanz,vwc,none
functional,Nkasi,Mkwamba,"31.38098139,-7.565316345",borehole,0,1250,2004,enough,15033081031WP15_144,good,swn 80,unknown,never pay,TA,Tanz,vwc,none
functional,Nkasi,Mkwamba,"31.37750019,-7.560075743",borehole,2000,450,2004,enough,15033081031WP07_136,good,swn 80,unknown,annually,TA,Tanz,vwc,none
functional,Kalambo,Mkowe,"31.3550002,-8.245476004",borehole,0,150,1991,enough,1502308021WP22_493,good,swn 80,unknown,never pay,RUDEP,DWE,vwc,none
functional,Kalambo,Mkowe,"31.37322526,-8.256867458",shallow well,0,50,1991,enough,1502308021WP33_504,good,nira/tanira,unknown,never pay,RUDEP,DWE,vwc,none
functional,Kalambo,Mkowe,"31.44980208,-8.276584572",borehole,0,150,1991,enough,1502308021WP08_479,good,swn 80,unknown,never pay,RUDEP,DWE,vwc,none
functional,Kalambo,Mkowe,"31.44845938,-8.274615656",borehole,0,230,1991,enough,1502308021WP09_480,good,swn 80,unknown,never pay,RUDEP,DWE,vwc,none
functional,Kalambo,Mkowe,"31.44745449,-8.27677874",borehole,0,200,1991,enough,1502308021WP10_481,good,swn 80,unknown,never pay,RUDEP,DWE,vwc,none
functional,Kalambo,Mkowe,"31.44412134,-8.274961627",borehole,0,200,1991,enough,1502308021WP11_482,good,swn 80,unknown,never pay,RUDEP,DWE,vwc,none
functional,Kalambo,Mkowe,"31.34863669,-8.167412909",borehole,0,260,1991,enough,1502308021WP13_484,good,swn 80,unknown,never pay,RUDEP,DWE,vwc,none
functional,Kalambo,Mkowe,"31.35001241,-8.169345337",shallow well,0,240,1991,enough,1502308021WP14_485,good,nira/tanira,unknown,never pay,RUDEP,DWE,vwc,none
functional,Kalambo,Mkowe,"31.44506861,-8.277313305",borehole,0,200,1991,enough,1502308021WP04_475,good,swn 80,unknown,never pay,RUDEP,DWE,vwc,none
functional,Kalambo,Mkowe,"31.44293176,-8.278744487",borehole,0,150,1991,enough,1502308021WP03_474,good,swn 80,unknown,never pay,RUDEP,DWE,vwc,none
functional,Kalambo,Mkowe,"31.44058007,-8.275961247",borehole,0,300,1991,insufficient,1502308021WP02_473,good,swn 80,unknown,never pay,RUDEP/NORAD,DWE,vwc,none
